Start of new run - 12/13/2011 11:49:38 AM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
1	0.70769230769231	159.170417173	0	113.71602384224	82.388021311645	-91.39060492845	-23.003250889043
2	0.8047419804742	200	0	96.889218026849	38.837989691099	-40.968272972311	7.479420912103
3	0.79829545454545	200	0	179.60259118606	76.537484264198	-89.476450701707	25.045396485444
4	0.82401091405184	200	0	200	50.474081797699	-37.65633137624	4.2025557861904
5	0.81206171107994	200	0	107.29433960982	70.780975917331	-94.533575918063	-12.59105190175
6	0.83673469387755	200	0	200	88.270916892357	-79.129246365603	80.376354209287
7	0.78717201166181	200	0	78.276235975198	91.51667357456	-23.029194457505	47.690312041252
8	0.74244604316547	160.01525203976	12.721196795249	163.35494078807	63.068908520303	-4.9937759044974	-17.930035964955
9	0.81051175656985	200	64.835544681476	200	45.674699068824	-91.893298070104	3.7464385059304
10	0.77884615384615	200	0	200	69.265975435728	-52.747531550969	22.673499524673
1	0.78103207810321	200	0	114.54130163345	84.33636644456	-82.251544435605	0.82527779121213
2	0.76988636363636	200	0	106.40875046352	34.954190721989	-36.87144567508	9.5195324366712
3	0.82434301521438	200	0	200	68.883735837778	-70.722839243949	28.740996215739
4	0.79050279329609	200	0	197.12001766796	45.426673617929	-33.890698238616	-2.8799823320427
5	0.8021534320323	200	0	128.63836484849	63.702878325598	-85.080218326257	21.34402523867
6	0.81142857142857	200	0	200	79.443825203122	-71.216321729043	72.338718788358
7	0.80307262569832	200	0	120.31822670222	82.365006217104	-3.9585980364769	42.041990727022
8	0.81676136363636	200	4.8561685615762	156.92744557827	67.356444432726	-7.8650282336727	-6.4274952097935
9	0.8041958041958	200	0	200	41.107229161942	-82.147207266526	3.3717946553373
10	0.80688622754491	200	0	200	62.339377892155	-47.472778395872	19.387227673042
1	0.8013986013986	200	0	152.90809970108	75.902729800104	-74.026389992044	38.36679806763
2	0.82670454545455	200	0	120.7617879841	31.45877164979	-33.184301107572	14.353037520583
3	0.81188118811881	200	0	200	61.995362254	-54.874007018436	19.73384450287
4	0.79178470254958	200	0	194.3535893988	40.884006256136	-30.501628414755	-2.7664282691623
5	0.80055788005579	200	0	172.51004627763	57.332590493038	-76.572196493631	43.871681429136
6	0.81303116147309	200	0	200	71.49944268281	-64.094689556138	65.104846909523
7	0.80167597765363	200	15.808288178604	137.99279043474	74.128505595393	15.808288178604	17.674563732524
8	0.79497907949791	200	0	171.30597123792	60.620799989453	-9.3518116301613	14.378525659642
9	0.81292984869326	200	0	200	36.996506245747	-70.033756728575	3.0346151898036
10	0.82758620689655	200	0	200	56.10544010294	-42.725500556285	17.026058792096
1	0.83499288762447	200	0	200	68.312456820094	-66.62375099284	54.532714420429
2	0.81312410841655	200	0	157.82798774557	28.312894484811	-29.865870996815	37.066199761467
3	0.80736543909348	200	0	200	55.7958260286	-44.369904872645	14.254789004401
4	0.8	200	0	190.38451051974	36.795605630523	-27.451465573279	-3.9690788790569
5	0.82724719101124	200	0	200	51.599331443734	-68.914976844268	39.952603167377
6	0.83285714285714	200	0	200	64.349498414529	-57.685220600525	58.59436221857
7	0.80911680911681	200	32.081761876528	152.28272187597	66.715655035854	16.273473697925	14.289931441224
8	0.8061797752809	200	0	190.72405797191	54.558719990508	-8.0859302343408	19.418086733993
9	0.83190883190883	200	0	200	33.296855621173	-34.894093186767	2.7311536708232
10	0.79166666666667	200	0	200	50.494896092646	-38.452950500656	13.81455099756
1	0.8125	200	0	200	61.481211138084	-59.961375893556	49.079442978387
2	0.83652430044183	200	0	191.96658015292	25.48160503633	-26.879283897133	34.13859240735
3	0.80779944289694	200	0	200	50.21624342574	-27.942485904529	4.4503984923612
4	0.80932784636488	200	0	184.56340602427	33.11604506747	-24.706319015951	-5.8211044954724
5	0.81620839363242	200	0	200	46.439398299361	-62.023479159841	35.957342850639
6	0.79834254143646	200	0	200	57.914548573076	-51.916698540472	52.734925996713
7	0.82853025936599	200	40.087282238028	169.08380835571	60.044089532269	8.0055203615001	16.801086479742
8	0.82108183079057	200	0	200	49.102847991457	-6.8581153105151	18.028502675616
9	0.83730715287518	200	0	200	29.967170059055	-31.40468386809	2.4580383037409
10	0.82326951399116	200	0	200	45.445406483381	-34.607655450591	11.54598116518
1	0.78679504814305	200	0	200	55.333090024276	-53.9652383042	44.171498680548
2	0.79716312056738	200	0	200	22.933444532697	-24.19135550742	34.688241634214
3	0.80979020979021	200	0	200	45.194619083166	-19.486735530253	0.049101107264278
4	0.80932203389831	200	0	184.37801960299	29.804440560723	-22.235687114356	-0.18538642127117
5	0.80367231638418	200	0	200	41.795458469425	-55.821131243857	32.361608565575
6	0.81688125894134	200	0	200	52.123093715768	-46.725028686425	47.461433397042
7	0.80084151472651	200	30.873555801104	196.86724384189	54.039680579042	-9.2137264369247	27.783435486182
8	0.8074179743224	200	0	200	44.192563192311	-6.1723037794636	16.225652408055
9	0.82	200	0	200	26.97045305315	-28.264215481281	2.2122344733668
10	0.83031988873435	200	0	200	40.900865835043	-31.146889905532	9.5130554604748
1	0.81948424068768	200	0	200	49.799781021848	-48.56871447378	39.754348812493
2	0.80719424460432	200	0	200	20.640100079427	-21.772219956678	30.876231304774
3	0.80437756497948	200	0	196.50731589796	40.67515717485	-12.476706770132	-3.4926841020375
4	0.8112676056338	200	0	189.54851789677	26.823996504651	-20.01211840292	5.1704982937756
5	0.81372549019608	200	0	200	37.615912622482	-50.239018119471	29.125447709018
6	0.82572614107884	200	0	200	46.910784344191	-42.052525817782	42.715290057338
7	0.81971830985915	200	18.446955905205	200	48.635712521138	-12.426599895899	18.111168120108
8	0.80938833570413	200	0	200	39.77330687308	-5.5550734015173	14.603087167249
9	0.77903682719547	200	0	200	24.273407747835	-25.437793933153	1.9910110260301
10	0.83474576271186	200	0	200	36.810779251539	-28.032200914979	8.1365405478185
1	0.78867403314917	200	0	200	44.819802919663	-43.711843026402	35.778913931244
2	0.83076923076923	200	0	200	18.576090071484	-19.59499796101	26.862167336925
3	0.80649717514124	200	6.0710225179391	182.28970061193	36.607641457365	6.0710225179391	-14.217615286034
4	0.79494382022472	200	0	193.87447258747	24.141596854186	-18.010906562628	4.3259546907044
5	0.82763532763533	200	0	200	33.854321360234	-45.215116307524	26.212902938116
6	0.82352941176471	200	0	200	42.219705909772	-37.847273236004	38.443761051604
7	0.82849239280775	200	4.7430353484721	200	43.772141269024	-13.703920556733	9.7111010615464
8	0.76569037656904	200	0	200	35.795976185772	-4.9995660613655	13.142778450524
9	0.80848153214774	200	0	200	21.846066973051	-22.894014539838	1.7919099234271
10	0.81512605042017	200	0	200	33.129701326385	-25.228980823481	7.3228864930366
1	0.78531073446328	200	0	200	40.337822627697	-39.340658723762	32.201022538119
2	0.81179775280899	200	0	200	16.718481064336	-17.635498164909	24.099973040117
3	0.81465517241379	200	14.824491168562	171.1811342697	32.946877311628	8.7534686506232	-11.108566342232
4	0.8314447592068	200	0	199.74231405964	21.727437168767	-16.209815906366	5.8678414721619
5	0.79807692307692	200	0	200	30.468889224211	-40.693604676772	23.591612644304
6	0.81363004172462	200	0	200	37.997735318795	-34.062545912404	34.599384946444
7	0.81466113416321	200	0	200	39.394927142121	-7.4401160019724	2.9359517421636
8	0.81241184767278	200	0	200	32.216378567195	-4.499609455229	11.828500605472
9	0.83124128312413	200	0	200	19.661460275746	-20.604613085854	1.6127189310844
10	0.81881051175657	200	0	200	29.816731193746	-22.706082741133	6.5905978437329
1	0.80389429763561	200	0	200	36.304040364927	-35.406592851386	28.980920284307
2	0.78242677824268	200	0	200	15.046632957902	-15.871948348418	21.221680339825
3	0.82748948106592	200	30.452514924036	167.03915338747	29.652189580465	15.628023755474	-4.1419808822252
4	0.81922525107604	200	0	200	19.554693451891	-14.588834315729	1.1904949797619
5	0.79918588873813	200	0	200	27.42200030179	-36.624244209095	21.232451379874
6	0.79972375690608	200	0	200	34.197961786915	-30.656291321163	31.139446451799
7	0.80696661828737	200	0	200	35.455434427909	-5.3590460577723	1.6111878357459
8	0.8113475177305	200	0	200	28.994740710476	-4.0496485097061	10.645650544925
9	0.81779661016949	200	0	200	17.695314248172	-18.544151777269	1.451447037976
10	0.79943899018233	200	0	200	26.835058074372	-20.435474467019	5.9315380593597
1	0.83542538354254	200	0	200	32.673636328435	-31.865933566247	26.082828255877
2	0.81967213114754	200	0	200	13.541969662112	-14.284753513576	16.991116541784
3	0.82596291012839	200	40.226474094637	172.49427519401	26.686970622419	9.7739591706015	5.4551218065406
4	0.81142857142857	200	0	196.61811571736	17.599224106701	-13.129950884156	-3.3818842826354
5	0.80141843971631	200	0	200	24.679800271611	-32.961819788185	19.109206241887
6	0.81997187060478	200	0	200	30.778165608224	-27.590662189047	28.025501806619
7	0.79440559440559	200	5.9478306098911	193.14325906482	31.909890985118	5.9478306098911	-6.8567409351784
8	0.82278481012658	200	0	200	26.095266639428	-3.6446836587355	9.5810854904322
9	0.8228021978022	200	0	200	15.925782823354	-16.689736599542	1.3063023341784
10	0.82590529247911	200	0	200	24.151552266935	-18.391927020317	5.3383842534237
1	0.38968481375358	72	106	175	-43	-18	-164
2	0.36827195467422	25	96	135	161	-7	-64
3	0.49027777777778	67	4	69	24	144	-144
4	0.30459770114943	38	108	199	60	1	-54
5	0.57567185289958	74	104	48	-185	156	126
6	0.38026124818578	93	33	160	-187	-60	45
7	0.62553191489362	180	39	34	-154	96	121
8	0.5811209439528	94	94	52	23	198	-105
9	0.51428571428571	154	22	135	23	45	27
10	0.35935397039031	32	14	111	-170	-125	0
1	0.59620596205962	47.995211645863	80.683526108585	8.2145847956786	-24.004788354137	-25.316473891415	-166.78541520432
2	0.66016713091922	200	74.376259651479	50.24740745262	186.56982024598	-21.623740348521	-84.75259254738
3	0.66666666666667	94.35742362743	135.38327280496	0	27.35742362743	131.38327280496	-131.38327280496
4	0.45880681818182	97.707388531144	106.12669148839	143.76817529832	59.707388531144	-1.8733085116123	-55.231824701682
5	0.40902474526929	0	200	154.54355906858	-114.5869472335	108.56652424696	106.54355906858
6	0.23108665749656	0	0	150.12807092502	-133.51938230537	-51.601336710715	-9.871929074984
7	0.42231638418079	41.4	125.4	142.9	-138.6	86.4	108.9
8	0.71650211565585	138.77144383068	200	0	44.771443830683	162.80547196875	-99.538209173864
9	0.56901408450704	184.87758720664	69.154576250496	119.76398815882	30.877587206641	47.154576250496	-15.236011841182
10	0.27721335268505	0	0	108.28818628498	-147.78768272958	-111.61954100162	-2.7118137150182
1	0.56899004267425	27.526747801012	59.391657591341	0	-20.468463844851	-21.291868517244	-150.2096594063
2	0.70731707317073	200	64.39791960668	0	163.29084555544	-9.9783400447991	-80.070386130377
3	0.75589459084605	131.6464600302	200	0	37.289036402768	136.67432947787	-118.24494552446
4	0.6130374479889	162.99616265606	130.8491173394	53.614724573507	65.288774124917	24.72242585101	-90.153450724812
5	0.30458970792768	0	200	200	-67.661938239515	74.225659047212	50.48834868596
6	0.31645569620253	0	3.2174230170599	107.5066200606	-78.549918995026	3.2174230170599	-42.621450864414
7	0.31443994601889	0	200	185.89607226783	-74.049489248663	77.106457716605	42.99607226783
8	0.78014184397163	179.0657432783	200	0	40.294299447615	146.52492477187	-89.584388256478
9	0.66804979253112	200	136.86670390669	82.918966000636	18.884350980363	67.712127656197	-36.845022158182
10	0.34907010014306	0	0	62.815623409469	-68.203714474456	-15.804972991119	-45.472562875513
1	0.58561151079137	43.539918819041	72.722586173828	0	16.013171018028	13.330928582486	-133.25048064696
2	0.71754636233951	200	76.914194065127	0	143.64308682952	12.516274458448	-72.063347517339
3	0.75176304654443	186.99584534022	200	0	55.349385310025	123.00689653008	-106.42045097201
4	0.71708683473389	200	160.34213117543	0	60.44301694606	29.493013836031	-86.753686411517
5	0.30180806675939	0	200	200	-47.162401871371	57.930263771477	23.691047372466
6	0.55133614627286	0	77.342888264081	32.9608745169	-3.2638675051406	74.125465247021	-74.545745543702
7	0.54758620689655	47.526831708039	200	113.85268651163	47.526831708039	33.547061677908	-72.043385756198
8	0.73508005822416	200	200	0	36.264869502853	131.87243229469	-80.62594943083
9	0.72119487908962	200	199.84803020395	47.078579576913	16.319339513777	62.981326297261	-35.840386423723
10	0.54466858789625	0	38.771709494308	5.981935784227	-13.661665356522	38.771709494308	-56.833687625242
1	0.60863309352518	60.409983400334	88.153936167565	0	16.870064581293	15.431349993738	-117.47873127387
2	0.71186440677966	200	102.43436137324	0	126.85421977202	25.520167308109	-64.857012765605
3	0.73024523160763	200	200	0	35.470021492056	110.70620687707	-95.778405874813
4	0.7698986975398	200	193.45474169742	0	50.931181502346	33.112610521991	-78.078317770366
5	0.54843304843305	50.208816827171	200	100.80737615065	50.208816827171	28.566010245064	-99.192623849354
6	0.64121037463977	24.433068127156	162.80418627438	0	24.433068127156	85.461298010302	-72.129305088208
7	0.68775790921596	115.25042221114	200	30.35491762891	67.7235905031	16.611988067263	-83.497768882723
8	0.74782608695652	200	200	0	27.686852968834	118.68518906522	-72.563354487747
9	0.74261603375527	200	200	9.7375095712918	12.426401059756	56.699607166122	-37.341070005622
10	0.59172413793103	8.3478571541594	92.253237003243	0	8.3478571541594	53.481527508934	-51.839938370909
1	0.72197962154294	122.78085874722	146.52184285786	0	62.370875346887	58.367906690292	-105.73085814649
2	0.74175035868006	200	159.29402812456	0	105.25766730517	56.859666751324	-58.371311489045
3	0.7536023054755	200	200	0	7.9723117693355	99.635586189365	-86.200565287332
4	0.73595505617978	200	200	0	44.491299438132	30.222425689825	-70.270485993329
5	0.69176136363636	133.27053123162	200	0	83.061714404447	3.1700494988861	-126.93126936221
6	0.72060857538036	83.06473764836	200	0	58.631669521204	85.729124191588	-64.916374579387
7	0.77080291970803	189.89778835447	200	0	74.647366143326	14.950789260537	-81.6628074559
8	0.71937321937322	200	200	0	18.748928401289	106.8166701587	-65.307019038972
9	0.75142045454545	200	200	0	9.3456965417705	51.02964644951	-34.461933403222
10	0.68265162200282	80.778219193409	181.35846353104	0	72.430362039249	89.105226527797	-46.655944533818
1	0.73278236914601	184.66990354423	200	0	61.889044797012	57.999378770515	-95.157772331837
2	0.74685314685315	200	200	0	87.680556495625	64.884806115476	-52.53418034014
3	0.73919107391911	199.75848876209	200	0	-0.24151123791044	89.672027570429	-77.580508758599
4	0.71487603305785	200	200	0	34.9997908458	25.347587578764	-63.243437393996
5	0.74016853932584	200	200	0	81.631742898988	2.8530445489975	-114.23814242599
6	0.74750356633381	176.31878653836	200	0	93.254048889995	77.156211772429	-58.424737121449
7	0.74089635854342	200	200	0	64.009577840905	13.455710334483	-73.49652671031
8	0.74782608695652	200	200	0	12.613712750925	96.135003142827	-58.776317135075
9	0.7626404494382	200	200	0	4.315252384501	45.926681804559	-31.0157400629
10	0.71875	178.01765045825	200	0	97.239431264844	86.273812061274	-41.990350080437
1	0.73136427566807	200	200	0	54.979844868842	52.199440893463	-85.641995098653
2	0.75822603719599	200	200	0	68.542802037812	58.396325503928	-47.280762306126
3	0.74435028248588	178.24943165534	200	0	-21.509057106752	80.704824813386	-69.822457882739
4	0.75994318181818	200	200	0	24.175026052601	22.749367760591	-56.919093654596
5	0.76436781609195	200	200	0	65.318985835505	2.5677400940977	-102.81432818339
6	0.77195467422096	200	200	0	84.349946869631	69.440590595186	-52.582263409304
7	0.73839662447257	200	200	0	46.251198710005	12.110139301035	-66.146874039279
8	0.74408901251739	196.12560377781	200	0	-3.8743962221873	86.521502828544	-52.898685421567
9	0.76319543509272	195.90344818518	200	0	-4.0965518148176	41.334013624103	-27.91416605661
10	0.73284671532847	200	200	0	87.97642571529	77.646430855147	-37.791315072393
1	0.74188790560472	200	200	0	47.846149131278	46.979496804117	-77.077795588788
2	0.75418994413408	200	200	0	51.540515188091	52.556692953536	-42.552686075514
3	0.76149425287356	146.74233808683	200	0	-31.507093568508	72.634342332047	-62.840212094465
4	0.76773296244784	200	200	0	21.168154514397	18.737731278727	-51.227184289137
5	0.7449118046133	200	200	0	58.47882653635	2.310966084688	-92.532895365053
6	0.74438202247191	200	200	0	73.103870009278	62.496531535668	-47.324037068373
7	0.75787965616046	200	200	0	31.774950138596	10.899125370931	-59.532186635351
8	0.76266280752533	184.07523967872	200	0	-12.050364099096	77.86935254569	-47.608816879411
9	0.75366568914956	190.22302525447	200	0	-5.680422930716	37.200612261693	-25.122749450949
10	0.77441540577717	200	200	0	74.557108497782	69.881787769632	-34.012183565154
1	0.68005540166205	103	42	25	12	122	-80
2	0.51328671328671	16	144	5	-20	23	-55
3	0.49640287769784	68	79	48	-113	10	-156
4	0.66666666666667	146	105	66	-17	60	-112
5	0.70206489675516	189	67	74	-16	33	31
6	0.45048814504881	89	193	110	-38	-52	-104
7	0.44154057771664	136	134	194	-111	41	95
8	0.54915730337079	174	61	141	-107	-40	-46
9	0.36768802228412	35	93	92	141	-152	113
10	0.67782426778243	107	27	11	68	17	127
1	0.67571234735414	114.37478560747	151.96708883938	0	11.374785607471	109.96708883938	-71.672505874813
2	0.49450549450549	6.0726645710623	161.10696432386	0	-9.9273354289377	17.106964323862	-46.280266731773
3	0.49566473988439	13.999118015076	83.269508957183	0	-54.000881984924	4.2695089571825	-130.15060274056
4	0.70691994572592	151.52482375561	140.59666737877	0	5.5248237556078	35.596667378765	-96.925614185003
5	0.63456090651558	174.6	96.7	101.9	-14.4	29.7	27.9
6	0.67638888888889	91.184166997284	100.35594958342	3.3016998809778	2.1841669972838	-92.644050416578	-106.69830011902
7	0.27374301675978	50.499624622333	152.69670094913	200	-85.500375377667	18.696700949126	52.897076326792
8	0.49852941176471	83.834678182318	27.453871272927	72.198437452315	-90.165321817682	-33.546128727073	-68.801562547685
9	0.47375690607735	170.71926938688	0	192.66917630543	135.71926938688	-138.28896755882	100.66917630543
10	0.5531914893617	170.02558671834	43.19053010651	126.70258491775	63.025586718345	16.19053010651	115.70258491775
1	0.72844827586207	127.63178117267	200	0	13.256995565197	85.685810255031	-61.781478316599
2	0.57041251778094	41.72486949933	165.64467546825	0	35.652204928268	4.5377111443876	-40.197056489761
3	0.46453407510431	0	95.870469392847	0	-22.643686312458	12.600960435664	-113.44006836146
4	0.73654390934844	156.49716513565	172.63366801965	0	4.972341380047	32.037000640889	-87.233052766503
5	0.64005805515239	155.05526344153	135.30367363849	72.041018097476	-19.544736558469	38.603673638489	-29.858981902524
6	0.66191155492154	99.151388298452	20.978638852963	0	7.9672213011682	-79.37731073046	-96.356856590842
7	0.22625698324022	15.449472286847	164.49316719567	164.89058656575	-35.050152335487	11.796466246541	-35.109413434248
8	0.48419540229885	30.20159755101	13.134093862252	23.339539238274	-53.633080631307	-14.319777410675	-48.858898214041
9	0.48551724137931	200	0	200	121.26163421142	-117.97238010569	81.711734837678
10	0.57223001402525	200	97.978011190187	150.80097040215	35.685753928175	54.787481083677	24.098385484398
1	0.71673819742489	150.42536597665	200	0	22.793584803978	66.819046408896	-55.603330484939
2	0.63428571428571	93.729840297147	170.94150975594	0	52.004970797817	5.2968342876947	-36.177350840785
3	0.48497854077253	30.271881191491	130.25453453002	0	30.271881191491	34.384065137175	-100.37423163549
4	0.71794871794872	160.9722723777	200	0	4.4751072420423	28.8333005768	-78.509747489853
5	0.65423242467719	143.9457305352	168.94620248537	24.137112490346	-11.109532906335	33.642528846883	-47.90390560713
6	0.6975138121547	123.40654041609	16.717752008836	0	24.255152117634	-4.2608868441263	-85.998126166111
7	0.3448275862069	22.225972284008	175.57849132375	96.40726416995	6.7764999971615	11.085324128087	-68.483322395802
8	0.525	27.539584066672	29.551374612507	1.4520527258083	-2.662013484338	16.417280750255	-21.887486512466
9	0.5007072135785	200	0	200	106.68597189429	-96.454718574624	62.279231357267
10	0.56916426512968	200	152.41954274397	134.08244839706	15.822281807294	54.441531553779	-16.718522005088
1	0.75333333333333	167.55983471721	200	0	17.134468740569	57.645800836661	-50.042997436445
2	0.75702247191011	168.19507547238	176.45437323208	0	74.465235175234	5.5128634761304	-32.559615756706
3	0.64993026499303	79.807083723728	168.19830806772	0	49.535202532237	37.943773537695	-89.972051246681
4	0.74892395982783	163.47359059775	200	0	2.5013182200554	16.616420207942	-70.658772740867
5	0.70554765291607	144.07480207766	190.51955148492	0	0.12907154246095	21.573348999552	-48.747029675246
6	0.69679300291545	150.35675633867	37.010022306194	0	26.950215922582	20.292270297358	-77.3983135495
7	0.67559943582511	92.239721422207	181.19247746096	2.4639865290274	70.013749138199	5.6139861372045	-93.943277640923
8	0.63009845288326	56.066932764538	70.300416028327	0	28.527348697866	40.74904141582	-11.064991353036
9	0.5014245014245	200	0	200	93.036819137662	-74.981414303327	42.348497466818
10	0.69816643159379	198.24229026303	191.18946774878	86.857682987645	-1.7577097369744	38.769925004819	-47.224765409418
1	0.7905604719764	183.26236941694	200	0	15.702534699722	41.446757839178	-45.038697692801
2	0.76837725381415	200	181.41595036059	0	67.018711657711	4.9615771285173	-29.303654181036
3	0.72106824925816	158.85298843924	200	0	79.045904715509	37.368598935853	-80.974846122013
4	0.74720670391061	165.73162139814	200	0	2.258030800392	14.92064575905	-63.592895466781
5	0.74517906336088	149.86383511166	200	0	5.7890330340002	16.108012262213	-43.872326707721
6	0.76412429378531	173.32259430636	59.661259487655	0	22.96583796769	22.651237181462	-69.65848219455
7	0.75211267605634	182.20863155923	184.56351299379	0	89.968910137019	3.3710355328325	-85.423418071846
8	0.72700729927007	137.62083082211	159.8765902348	0	81.55389805757	89.576174206475	-9.9584922177324
9	0.52957359009629	200	0	200	82.993995708719	-63.382500595513	33.465678726942
10	0.75822603719599	195.15235123353	200	39.996207752605	-3.0899390294964	34.153412165804	-46.86147523504
1	0.76157082748948	197.39465064669	200	0	14.132281229749	37.302082055261	-40.534827923521
2	0.7959479015919	200	186.32120041365	0	59.920709246566	4.9052500530557	-26.373288762932
3	0.79119318181818	200	200	0	78.181350101063	33.631739042268	-72.877361509812
4	0.73925501432665	171.32905621112	200	0	5.5974348129724	13.428581183145	-57.233605920103
5	0.77460770328103	170.94150483058	200	0	21.077669718925	14.497211035991	-39.485094036949
6	0.76156069364162	197.26587395317	126.27302761419	0	23.943279646811	66.611768126536	-62.692633975095
7	0.77762039660057	200	193.91110807516	0	81.403007458197	9.3475950813657	-76.881076264661
8	0.8	200	200	0	79.697951542169	86.156388160781	-8.9626429959592
9	0.5042735042735	200	0	178.53977798886	70.378017041739	-5.4649176705791	-21.460222011135
10	0.76005547850208	187.72746594497	200	0	-7.4248852885623	30.738070949223	-57.796881922109
1	0.79106628242075	200	200	0	10.084769646424	33.571873849735	-36.481345131169
2	0.79861111111111	200	194.82324278523	0	53.928638321909	8.5020423715812	-23.735959886639
3	0.82461103253182	200	200	0	70.363215090956	30.268565138041	-65.589625358831
4	0.76857142857143	181.19661155296	200	0	9.8675553418446	12.085723064831	-51.510245328092
5	0.80250347705146	194.95609429813	200	0	24.014589467551	13.047489932392	-35.536584633254
6	0.80450070323488	200	192.34115772769	0	21.648422316585	66.068130113495	-56.423370577586
7	0.81096681096681	200	200	0	73.262706712378	9.2903889688734	-69.192968638195
8	0.7914364640884	200	200	0	71.728156387953	77.540749344703	-8.0663786963633
9	0.73286713286713	200	58.709614502985	105.21236168837	63.340215337565	58.709614502985	-73.327416300495
10	0.79374110953058	183.81572474336	200	0	-3.9117412016108	27.664263854301	-52.017193729898
1	0.79102384291725	200	200	0	9.0762926817812	30.214686464761	-32.833210618052
2	0.81284916201117	200	200	0	48.535774489718	10.037993491743	-21.362363897975
3	0.79290780141844	200	200	0	63.326893581861	27.241708624237	-59.030662822947
4	0.77622377622378	196.47011582853	200	0	15.27350427557	10.877150758348	-46.359220795283
5	0.80456490727532	200	200	0	23.2146440839	11.742740939153	-31.982926169929
6	0.81171548117155	200	200	0	19.483580084927	61.796928583395	-50.781033519827
7	0.79785809906292	200	200	0	65.93643604114	8.361350071986	-62.273671774376
8	0.83496503496503	200	200	0	64.555340749157	69.786674410233	-7.2597408267269
9	0.7546362339515	200	134.05676123207	22.456661351452	57.006193803809	75.347146729081	-82.755700336917
10	0.76197387518142	181.21508358328	200	0	-2.6006411600807	24.897837468871	-46.815474356908
1	0.77982954545455	200	200	0	8.1686634136031	27.193217818285	-29.549889556247
2	0.80959302325581	200	200	0	43.682197040747	9.0341941425684	-19.226127508178
3	0.77635327635328	200	200	0	56.994204223675	24.517537761813	-53.127596540653
4	0.79394812680115	200	200	0	14.632152943696	9.7894356825129	-41.723298715755
5	0.81418439716312	200	200	0	20.89317967551	10.568466845238	-28.784633552936
6	0.80028530670471	200	200	0	17.535222076434	55.617235725056	-45.702930167844
7	0.78290366350068	200	200	0	59.342792437026	7.5252150647874	-56.046304596938
8	0.81471004243281	200	200	0	58.099806674242	62.80800696921	-6.5337667440542
9	0.78133704735376	200	200	0	51.305574423428	88.243224010641	-81.437740888264
10	0.76496350364964	185.67366001851	200	0	4.4585764352329	22.408053721984	-42.133926921217
1	0.82468443197756	200	200	0	7.3517970722428	24.473896036456	-26.594900600622
2	0.78779069767442	200	200	0	39.313977336672	8.1307747283115	-17.30351475736
3	0.80200860832138	200	200	0	51.294783801307	22.065783985632	-47.814836886587
4	0.7950937950938	200	200	0	13.168937649326	8.8104921142616	-37.550968844179
5	0.78174037089872	200	200	0	18.803861707959	9.5116201607139	-25.906170197642
6	0.80316091954023	200	200	0	15.781699868791	50.05551215255	-41.13263715106
7	0.79885877318117	200	200	0	53.408513193323	6.7726935583087	-50.441674137244
8	0.82260371959943	200	200	0	52.289826006817	56.527206272289	-5.8803900696488
9	0.79916317991632	200	200	0	46.175016981085	79.418901609577	-73.293966799437
10	0.80571428571429	189.74598005057	200	0	4.0723200320608	20.167248349785	-37.920534229095
1	0.81641168289291	200	200	0	6.6166173650185	22.026506432811	-23.93541054056
2	0.79548660084626	200	200	0	35.382579603005	7.3176972554804	-15.573163281624
3	0.81465517241379	200	200	0	46.165305421177	19.859205587069	-43.033353197929
4	0.79539295392954	200	200	0	11.852043884394	7.9294429028355	-33.795871959761
5	0.79970760233918	200	200	0	16.923475537163	8.5604581446425	-23.315553177878
6	0.80327868852459	200	200	0	14.203529881912	45.049960937295	-37.019373435954
7	0.79941860465116	200	200	0	48.067661873991	6.0954242024778	-45.39750672352
8	0.78335724533716	200	200	0	47.060843406136	50.87448564506	-5.2923510626839
9	0.81392045454545	200	200	0	41.557515282976	71.477011448619	-65.964570119494
10	0.78031383737518	194.86826110578	200	0	5.1222810552082	18.150523514807	-34.128480806186
1	0.79746835443038	200	200	0	5.9549556285167	19.82385578953	-21.541869486504
2	0.78859527121001	200	200	0	31.844321642704	6.5859275299323	-14.015846953461
3	0.81046676096181	200	200	0	41.548774879059	17.873285028362	-38.730017878136
4	0.80813953488372	200	200	0	10.666839495954	7.1364986125519	-30.416284763785
5	0.77591036414566	200	200	0	15.231127983447	7.7044123301783	-20.98399786009
6	0.79365079365079	200	200	0	12.783176893721	40.544964843565	-33.317436092358
7	0.79743223965763	200	200	0	43.260895686592	5.48588178223	-40.857756051168
8	0.8352435530086	200	200	0	42.354759065522	45.787037080554	-4.7631159564155
9	0.82748948106592	200	200	0	37.401763754679	64.329310303758	-59.368113107544
10	0.79461756373938	199.43217062031	200	0	4.5639095145366	16.335471163326	-30.715632725567
1	0.78052126200274	200	200	0	5.359460065665	17.841470210577	-19.387682537853
2	0.82496607869742	200	200	0	28.659889478434	5.9273347769391	-12.614262258115
3	0.80378890392422	200	200	0	37.393897391153	16.085956525526	-34.857016090322
4	0.77839335180055	200	200	0	9.600155546359	6.4228487512967	-27.374656287407
5	0.77840112201964	200	200	0	13.708015185102	6.9339710971604	-18.885598074081
6	0.79007092198582	200	200	0	11.504859204348	36.490468359209	-29.985692483123
7	0.79385964912281	200	200	0	38.934806117933	4.937293604007	-36.771980446051
8	0.78881118881119	200	200	0	38.11928315897	41.208333372498	-4.286804360774
