Start of new run - 12/13/2011 11:49:38 AM
n	 fitness	 s1	 s2	 s3	 Vs1	 Vs2	 Vs3
8	0.71678832116788	200	0	27.379350260933	92.34	-92.27863124485	-49.5571498764
9	0.53239436619718	200	2.9461678065613	175.03545628712	111.13122530137	-70.122633121201	27.865968692897
10	0.24585635359116	0	0	141.12969119896	-44.156449476608	-133.99130893887	14.829691198955
1	0.26934523809524	59.654253010293	115.69901282829	200	50.819679506462	-15.227059755211	3.6324519132303
2	0.73997233748271	200	152.26662891006	63.071111850127	68.233060670797	-0.82401959079138	-40.707437334776
3	0.39204545454545	95.558276567412	0	163.13041135569	73.980245316459	-55.906409628931	-36.869588644307
4	0.62219101123596	94.686246776558	0	17.533577572188	68.763586478087	-51.955467581439	-21.921536301739
5	0.50346740638003	14.851244911039	0	0	14.851244911039	-97.448464949492	-13.025885550971
6	0.59451659451659	43.826588152715	72.454416677246	0	43.826588152715	-30.659797437917	-25.727612908613
7	0.77115117891817	200	0	31.844716270171	111.04056963151	-144.82692468032	26.697228804273
8	0.75366568914956	200	0	7.0000745433049	83.106	-83.050768120365	-20.379275717628
9	0.51223021582734	200	0	193.47151063594	100.01810277123	-63.309885979703	18.436054348819
10	0.33333333333333	32.571705008087	0	129.66547563515	32.571705008087	-119.9413281045	-11.464215563803
1	0.39389736477115	116.11727752958	82.106095943439	174.61082966687	56.463024519287	-33.592916884853	-25.389170333126
2	0.74896551724138	200	93.287103419365	14.491158182122	61.409754603717	-58.979525490697	-48.579953668005
3	0.70467032967033	200	0	68.926597575069	115.12640999586	-50.315768666037	-94.203813780624
4	0.73756906077348	198.63533832445	0	3.5200026383009	103.9490915479	-46.759920823295	-14.013574933887
5	0.69806094182825	150.18917653457	0	37.564342016935	135.33793162353	-51.233847038179	37.564342016935
6	0.70985915492958	136.55402399813	20.140479617806	0	92.727435845415	-52.31393705944	-12.290017927076
7	0.71214188267394	200	0	55.872222194017	99.936512668356	-130.34423221229	24.027505923846
8	0.76230661040788	200	0	0	74.7954	-74.745691308329	-15.343719706669
9	0.48068669527897	200	0	198.14180873891	90.016292494111	-56.725073970437	4.6702981029688
10	0.57182705718271	132.56597780979	0	80.997531206022	99.994272801707	-107.60561992859	-48.667944429129
1	0.68208092485549	200	10.064166948118	79.089137477624	89.414608854465	-72.041928995321	-95.52169218925
2	0.76846590909091	200	5.82108907183	0	55.268779143345	-87.466014347535	-37.325657211437
3	0.78813559322034	200	0	0	103.61376899627	-45.284191799434	-86.811975517251
4	0.75940860215054	200	0	0	93.63139674738	-42.083928740965	-11.009567851781
5	0.70233196159122	200	0	70.072779210154	133.12091067982	-46.110462334361	32.50843719322
6	0.77450980392157	200	0	0	87.371779862784	-48.325995310246	-9.0949569585339
7	0.68326417704011	200	0	70.525136402636	89.942861401521	-117.30980899106	14.65291420862
8	0.7612551159618	200	0	0	67.31586	-67.271122177496	-9.5030658733616
9	0.53497942386831	200	0	186.98476636283	81.0146632447	-50.732522495283	-11.15704237608
10	0.7624466571835	200	0	28.220488240112	104.94051897458	-96.547758823817	-52.77704296591
1	0.74590163934426	200	0	0	80.473147969018	-66.738185724729	-100.9041840056
2	0.77888730385164	200	0	0	49.741901229011	-80.69986583715	-33.593091490293
3	0.7672778561354	200	0	0	93.252392096645	-40.75577261949	-78.130777965526
4	0.75035868005739	200	0	0	84.268257072642	-37.875535866869	-9.9086110666029
5	0.66199158485273	200	0	85.067535044289	119.80881961184	-41.499416100925	14.994755834134
6	0.73638968481375	200	0	0	78.634601876505	-43.493395779221	-8.1854612626805
7	0.68876860622463	200	0	73.024192398273	80.948575261369	-105.57882809195	2.4990559956366
8	0.76341127922971	200	0	0	60.584274	-60.544009959746	-8.5527592860254
9	0.59693165969317	200	0	163.64158519962	72.91319692023	-45.659270245754	-23.343181163215
10	0.76251788268956	200	0	0	94.446467077122	-86.892982941435	-48.306327331113
1	0.76625172890733	200	0	0	72.425833172117	-60.064367152256	-90.813765605038
2	0.77062937062937	200	0	0	44.76771110611	-72.629879253435	-30.233782341264
3	0.78954423592493	200	0	0	83.92715288698	-36.680195357541	-70.317700168973
4	0.76811594202899	200	0	0	75.841431365377	-34.087982280182	-8.9177499599426
5	0.68109668109668	200	0	86.847156556659	107.82793765066	-37.349474490832	1.7796215123704
6	0.80681818181818	200	0	0	70.771141688855	-39.144056201299	-7.3669151364125
7	0.67765042979943	200	0	64.679931353929	72.853717735232	-95.020945282757	-8.3442610443444
8	0.77369165487977	200	0	0	54.5258466	-54.489608963771	-7.6974833574229
9	0.61979913916786	200	0	126.94875968074	65.621877228207	-41.093343221179	-36.692825518874
10	0.76129943502825	200	0	0	85.00182036941	-78.203684647291	-43.475694598001
1	0.78472222222222	200	0	0	65.183249854905	-54.05793043703	-81.732389044534
2	0.78511235955056	200	0	0	40.290939995499	-65.366891328091	-27.210404107137
3	0.77624309392265	200	0	0	75.534437598282	-33.012175821787	-63.285930152076
4	0.79778393351801	200	0	0	68.25728822884	-30.679184052164	-8.0259749639484
5	0.68583450210379	200	0	78.42296053662	97.045143885592	-33.614527041749	-8.4241960200392
6	0.74244604316547	200	0	0	63.694027519969	-35.229650581169	-6.6302236227712
7	0.77858176555716	200	0	31.108550590728	65.568345961709	-85.518850754481	-33.5713807632
8	0.76386913229018	200	0	0	49.07326194	-49.040648067394	-6.9277350216806
9	0.74471086036671	200	0	33.786597916053	59.059689505386	-36.984008899061	-93.162161764689
10	0.77150916784203	200	0	0	76.501638332469	-70.383316182562	-39.128125138201
1	0.79374110953058	200	0	0	58.664924869414	-48.652137393327	-73.559150140081
2	0.7624466571835	200	0	0	36.261845995949	-58.830202195282	-24.489363696424
3	0.76977401129944	200	0	0	67.980993838454	-29.710958239608	-56.957337136868
4	0.7798833819242	200	0	0	61.431559405956	-27.611265646947	-7.2233774675535
5	0.73093525179856	200	0	39.509557160597	87.340629497033	-30.253074337574	-38.913403376023
6	0.78843441466855	200	0	0	57.324624767972	-31.706685523052	-5.9672012604941
7	0.78522571819425	200	0	0	59.011511365538	-76.966965679033	-39.595131641835
8	0.75915492957746	200	0	0	44.165935746	-44.136583260655	-6.2349615195125
9	0.77843426883309	200	0	0	53.153720554848	-33.285608009155	-94.048844430938
10	0.75882352941176	200	0	0	68.851474499222	-63.344984564306	-35.215312624381
1	0.76231884057971	200	0	0	52.798432382473	-43.786923653995	-66.203235126073
2	0.78112175102599	200	0	0	32.635661396354	-52.947181975754	-22.040427326781
3	0.75	200	0	0	61.182894454609	-26.739862415648	-51.261603423181
4	0.79767103347889	200	0	0	55.28840346536	-24.850139082253	-6.5010397207982
5	0.77260273972603	200	0	0	78.60656654733	-27.227766903817	-42.454446544323
6	0.7751724137931	200	0	0	51.592162291175	-28.536016970747	-5.3704811344447
7	0.78065395095368	200	0	0	53.110360228984	-69.27026911113	-35.635618477651
8	0.76511954992968	200	0	0	39.7493421714	-39.722924934589	-5.6114653675613
9	0.79089615931721	200	0	0	47.838348499363	-29.957047208239	-84.643959987845
10	0.80857142857143	200	0	0	61.9663270493	-57.010486107876	-31.693781361943
1	0.76879432624113	200	0	0	47.518589144226	-39.408231288595	-59.582911613466
2	0.75433526011561	200	0	0	29.372095256719	-47.652463778178	-19.836384594103
3	0.75	200	0	0	55.064605009148	-24.065876174083	-46.135443080863
4	0.75	200	0	0	49.759563118824	-22.365125174027	-5.8509357487184
5	0.74038461538462	200	0	0	70.745909892597	-24.504990213435	-38.209001889891
6	0.7843137254902	200	0	0	46.432946062058	-25.682415273672	-4.8334330210002
7	0.73525179856115	200	0	0	47.799324206086	-62.343242200017	-32.072056629886
8	0.75613275613276	200	0	0	35.77440795426	-35.75063244113	-5.0503188308051
9	0.76176890156919	200	0	0	43.054513649427	-26.961342487415	-76.17956398906
10	0.76595744680851	200	0	0	55.76969434437	-51.309437497088	-28.524403225749
1	0.78631284916201	200	0	0	42.766730229803	-35.467408159736	-53.624620452119
2	0.78688524590164	200	0	0	26.434885731047	-42.887217400361	-17.852746134693
3	0.75816023738872	200	0	0	49.558144508233	-21.659288556675	-41.521898772777
4	0.75599435825106	200	0	0	44.783606806942	-20.128612656625	-5.2658421738465
5	0.76783216783217	200	0	0	63.671318903337	-22.054491192092	-34.388101700902
6	0.76197183098592	200	0	0	41.789651455852	-23.114173746305	-4.3500897189002
7	0.76129943502825	200	0	0	43.019391785477	-56.108917980015	-28.864850966897
8	0.79685264663805	200	0	0	32.196967158834	-32.175569197017	-4.5452869477246
9	0.78293413173653	200	0	0	38.749062284484	-24.265208238674	-68.561607590154
10	0.73249299719888	200	0	0	50.192724909933	-46.178493747379	-25.671962903174
1	0.73988439306358	200	0	0	38.490057206823	-31.920667343762	-48.262158406907
2	0.74672489082969	200	0	0	23.791397157942	-38.598495660325	-16.067471521224
3	0.76419213973799	200	0	0	44.60233005741	-19.493359701007	-37.369708895499
4	0.75211267605634	200	0	0	40.305246126248	-18.115751390962	-4.7392579564619
5	0.76666666666667	200	0	0	57.304187013003	-19.849042072882	-30.949291530812
6	0.75035868005739	200	0	0	37.610686310267	-20.802756371675	-3.9150807470102
7	0.74507042253521	200	0	0	38.717452606929	-50.498026182014	-25.978365870208
8	0.78491620111732	200	0	0	28.977270442951	-28.958012277316	-4.0907582529522
9	0.77446808510638	200	0	0	34.874156056036	-21.838687414807	-61.705446831139
10	0.75409836065574	200	0	0	45.173452418939	-41.560644372641	-23.104766612856
1	0.76479076479076	200	0	0	34.641051486141	-28.728600609386	-43.435942566216
2	0.78821879382889	200	0	0	21.412257442148	-34.738646094292	-14.460724369101
3	0.75920679886686	200	0	0	40.142097051669	-17.544023730906	-33.632738005949
4	0.74755927475593	200	0	0	36.274721513623	-16.304176251866	-4.2653321608157
5	0.77241379310345	200	0	0	51.573768311703	-17.864137865594	-27.854362377731
6	0.74027777777778	200	0	0	33.84961767924	-18.722480734507	-3.5235726723092
7	0.77285714285714	200	0	0	34.845707346236	-45.448223563812	-23.380529283187
8	0.7531914893617	200	0	0	26.079543398656	-26.062211049584	-3.6816824276569
9	0.76142857142857	200	0	0	31.386740450432	-19.654818673326	-55.534902148025
10	0.76421636615811	200	0	0	40.656107177046	-37.404579935377	-20.794289951571
1	0.7455295735901	200	0	0	31.176946337527	-25.855740548447	-39.092348309595
2	0.75668073136428	200	0	0	19.271031697933	-31.264781484863	-13.014651932191
3	0.79286694101509	200	0	0	36.127887346502	-15.789621357816	-30.269464205354
4	0.76763485477178	200	0	0	32.647249362261	-14.673758626679	-3.8387989447341
5	0.76801152737752	200	0	0	46.416391480533	-16.077724079035	-25.068926139958
6	0.77536231884058	200	0	0	30.464655911316	-16.850232661057	-3.1712154050782
7	0.77387640449438	200	0	0	31.361136611613	-40.903401207431	-21.042476354868
8	0.77235772357724	200	0	0	23.47158905879	-23.455989944626	-3.3135141848913
9	0.76470588235294	200	0	0	28.248066405389	-17.689336805993	-49.981411933222
10	0.77826725403818	200	0	0	36.590496459341	-33.664121941839	-18.714860956414
1	0.75857142857143	200	0	0	28.059251703774	-23.270166493603	-35.183113478635
2	0.77856135401975	200	0	0	17.34392852814	-28.138303336377	-11.713186738972
3	0.75108538350217	200	0	0	32.515098611852	-14.210659222034	-27.242517784819
4	0.74782608695652	200	0	0	29.382524426034	-13.206382764011	-3.4549190502607
5	0.77388963660834	200	0	0	41.774752332479	-14.469951671131	-22.562033525962
6	0.7300435413643	200	0	0	27.418190320184	-15.165209394951	-2.8540938645704
7	0.78857142857143	200	0	0	28.225022950451	-36.813061086688	-18.938228719381
8	0.78354978354978	200	0	0	21.124430152911	-21.110390950163	-2.9821627664021
9	0.76420454545455	200	0	0	25.42325976485	-15.920403125394	-44.9832707399
10	0.76805555555556	200	0	0	32.931446813407	-30.297709747655	-16.843374860772
1	0.69306930693069	118	10	3	163	116	-109
2	0.55021216407355	191	46	167	137	4	28
3	0.32443820224719	43	39	160	190	-131	173
4	0.56760563380282	89	97	50	143	-151	-106
5	0.37179487179487	33	9	92	-82	-70	154
6	0.23714285714286	5	73	188	-59	12	108
7	0.26224783861671	18	79	183	142	111	36
8	0.61255115961801	93	50	23	163	44	-159
9	0.64978902953586	181	178	116	92	68	178
10	0.58106169296987	110	159	63	-138	-17	6
1	0.74523160762943	200	114.4	0	146.7	104.4	-98.1
2	0.6354609929078	200	37.669582201605	137.85031891842	99.107763908811	-8.3304177983947	-29.149681081576
3	0.56846473029046	200	0	200	200.36529129917	-129.25457930235	94.228656880398
4	0.796918767507	200	0	0	138.14511246071	-164.23533738212	-110.70759605701
5	0.20592383638928	0	0	200	-69.881652272103	-62.953901791437	134.49725943785
6	0.2027972027972	0	63.300534073916	200	-16.331116672262	-9.6994659260842	37.00315561388
7	0.54347826086957	176.29104281747	157.86118045595	160.51612292856	158.29104281747	78.861180455947	-22.483877071444
8	0.81204111600587	200	86.612848292489	0	148.56696981719	36.612848292489	-144.59357585376
9	0.5415512465374	200	167.52557145909	200	55.922089297159	-10.47442854091	111.99041413617
10	0.36647727272727	0	76.496075319681	41.338016907254	-120.59173558763	-82.503924680319	-21.661983092746
1	0.81012658227848	200	200	0	132.03	90.306719273783	-88.29
2	0.73760932944606	200	53.172568831461	46.834327956012	89.19698751793	15.502986629856	-91.015990962412
3	0.51612903225806	200	0	200	180.32876216926	-111.47867498957	73.605498214667
4	0.80397727272727	200	0	0	124.33060121464	-107.40375249955	-99.636836451308
5	0.2248275862069	10.632548295541	0	200	10.632548295541	-25.016794351645	44.689685659352
6	0.19252873563218	0	57.188443014448	200	-8.7649168370617	-6.1120910594683	25.891029389325
7	0.68465909090909	200	200	102.90100540158	147.98307863952	54.383357384769	-57.615117526974
8	0.79523141654979	200	119.56441175573	0	133.71027283547	32.95156346324	-130.13421826838
9	0.54189944134078	200	136.53673050261	200	49.507244788964	-30.988840956476	42.736903286843
10	0.4311797752809	0	16.891342931091	9.5404598964372	-20.543396099734	-59.604732388591	-31.797557010817
1	0.78490028490028	200	200	0	118.827	45.002332396181	-79.461
2	0.80878186968839	200	67.938633144363	0	80.277288766137	14.766064312902	-83.053555029748
3	0.49651324965132	200	0	200	162.29588595233	-92.140557835953	47.332628070925
4	0.81676136363636	200	0	0	111.89754109317	-83.329275463911	-89.673152806177
5	0.32111436950147	63.206127836148	0	186.46949177526	52.573579540607	-2.9673291534661	-13.530508224738
6	0.25240054869684	22.481184514908	59.415007599326	191.41892220832	22.481184514908	2.226564584878	-8.5810777916807
7	0.77178423236515	200	200	36.791620519653	133.18477077557	33.236504687882	-66.10938488193
8	0.75915492957746	200	128.53736977183	0	120.33924555193	8.9729580160972	-117.12079644154
9	0.65853658536585	200	99.416767490102	142.91232334361	40.106738517411	-37.119963012512	-57.087676656392
10	0.57397260273973	50.23945084994	16.104314738549	0	50.23945084994	-0.78702819254186	-15.546305142573
1	0.78028169014085	200	200	0	106.9443	5.0212800397685	-71.5149
2	0.75989085948158	200	77.900306785834	0	72.249559889523	9.961673641471	-74.748199526773
3	0.54080221300138	200	0	200	146.0662973571	-82.926502052358	25.963725748466
4	0.80171184022825	200	0	0	100.70778698386	-74.99634791752	-80.705837525559
5	0.67769784172662	172.92578578481	0	78.313440806723	109.71965794866	-1.9464652526768	-108.15605096854
6	0.36813186813187	73.415844479324	51.143185629418	150.59035717171	50.934659964416	-8.2718219699072	-40.828565036608
7	0.80567375886525	200	131.97285360872	0	119.86629369801	-68.027146391277	-77.515303074493
8	0.77428571428571	200	126.34448379601	0	108.30532099673	-2.1928859758188	-105.40871679739
9	0.78581560283688	200	17.265245430099	21.464200489006	36.09606466567	-82.151522060003	-121.4481228546
10	0.66013986013986	106.43598931608	25.30527654761	0	56.196538466137	9.2009618090615	-9.3126744146859
1	0.78541953232462	200	197.55482817337	0	96.24987	-2.4451718266309	-64.36341
2	0.78171896316508	200	71.112951775203	0	65.024603900571	-6.7873550106308	-67.273379574096
3	0.54596100278552	200	0	168.66597678884	131.45966762139	-74.633851847122	-31.334023211158
4	0.80696661828737	200	0	0	90.63700828547	-67.496713125768	-72.635253773003
5	0.77319587628866	200	0	0	101.06164634275	-1.7518187274091	-104.03366743543
6	0.53991291727141	126.42706294287	40.801675452492	105.31485638098	53.011218463545	-10.341510176927	-45.275500790728
7	0.80394922425952	200	23.701853571303	0	107.87966432821	-108.27100003742	-69.763772767044
8	0.8	200	57.367597410671	0	97.474788897061	-68.976886385337	-94.867845117649
9	0.8008658008658	200	0	0	32.486458199103	-78.503621887698	-114.98133082851
10	0.7716643741403	170.45911333227	29.949478847945	0	64.02312401619	4.6442023003347	-8.3814069732173
1	0.79452054794521	200	177.73762954744	0	86.624883	-19.817198625925	-57.927069
2	0.7887323943662	200	43.538768518134	0	58.522143510514	-27.57418325707	-60.546041616686
3	0.6938202247191	200	0	103.30544807212	118.31370085925	-67.17046666241	-65.360528716719
4	0.78428571428571	200	0	0	81.573307456923	-60.747041813191	-65.371728395703
5	0.81395348837209	200	0	0	90.955481708479	-1.5766368546682	-93.630300691887
6	0.76054421768707	200	12.862294143057	16.475038973303	81.307064822576	-27.939381309435	-88.83981740768
7	0.80609418282548	200	0	0	97.091697895392	-85.452476382295	-62.78739549034
8	0.79619565217391	200	0	0	87.727310007355	-61.663965062604	-85.381060605884
9	0.82222222222222	200	0	0	29.237812379192	-70.653259698928	-103.48319774566
10	0.78991596638655	200	28.965998916475	0	62.713632708538	-0.98347993147012	-7.5432662758956
1	0.79089615931721	200	88.116489586346	0	77.9623947	-89.621139961098	-52.1343621
2	0.79423868312757	200	11.403298744613	0	52.669929159462	-32.135469773521	-54.491437455018
3	0.7719298245614	200	0	7.3717838200537	106.48233077332	-60.453419996169	-95.93366425207
4	0.78363384188627	200	0	0	73.415976711231	-54.672337631872	-58.834555556133
5	0.80845070422535	200	0	0	81.859933537631	-1.4189731692014	-84.267270622698
6	0.75857142857143	200	0	0	73.176358340318	-29.120087160105	-85.046872598098
7	0.79941002949853	200	0	0	87.382528105853	-76.907228744065	-56.508655941306
8	0.79548660084626	200	0	0	78.954579006619	-43.737548961835	-76.842954545296
9	0.79885057471264	200	0	0	26.314031141273	-63.587933729036	-93.134877971093
10	0.81424581005587	200	15.079008032764	0	56.442269437684	-13.886990883711	-6.788939648306
1	0.78711484593838	200	6.3453365970281	0	70.16615523	-81.771152989318	-46.92092589
2	0.79624277456647	200	0	0	47.402936243516	-18.618468149386	-49.042293709516
3	0.77922077922078	200	0	0	95.834097695991	-54.408077996552	-89.783440790028
4	0.78055555555556	200	0	0	66.074379040108	-49.205103868685	-52.951100000519
5	0.76462196861626	200	0	0	73.673940183868	-1.2770758522813	-75.840543560428
6	0.82228490832158	200	0	0	65.858722506286	-24.298694882259	-74.096496548532
7	0.78442280945758	200	0	0	78.644275295268	-69.216505869659	-50.857790347175
8	0.81353591160221	200	0	0	71.059121105958	-23.475476291168	-69.158659090766
9	0.80658436213992	200	0	0	23.682628027146	-57.229140356132	-83.821390173983
10	0.80229226361032	200	0	0	50.798042493916	-16.416569754719	-6.1100456834754
1	0.80667593880389	200	0	0	63.149539707	-69.315774211683	-42.228833301
2	0.77931034482759	200	0	0	42.662642619164	-3.1898359023511	-44.138064338564
3	0.80972818311874	200	0	0	86.250687926392	-48.967270196897	-80.805096711025
4	0.79698216735254	200	0	0	59.466941136097	-44.284593481816	-47.655990000468
5	0.80173661360347	200	0	0	66.306546165481	-1.1493682670531	-68.256489204386
6	0.79944674965422	200	0	0	59.272850255658	-21.868825394033	-66.686846893679
7	0.78676470588235	200	0	0	70.779847765741	-62.294855282693	-45.772011312458
8	0.79746835443038	200	0	0	63.953208995362	-21.127928662051	-62.242793181689
9	0.7883008356546	200	0	0	21.314365224431	-51.506226320519	-75.439251156585
10	0.79741379310345	200	0	0	45.718238244524	-10.948396476465	-5.4990411151279
1	0.77586206896552	200	0	0	56.8345857363	-2.570970068508	-38.0059499709
2	0.78367346938776	200	17.491455143073	0	38.396378357248	17.491455143073	-39.724257904708
3	0.80392156862745	200	0	0	77.625619133753	-44.070543177207	-72.724587039922
4	0.7963224893918	200	0	0	53.520247022487	-39.856134133635	-42.890391000421
5	0.79108635097493	200	0	0	59.675891548933	-1.0344314403478	-61.430840283947
6	0.8099173553719	200	0	0	53.345565230092	-19.68194285463	-60.018162204311
7	0.80397727272727	200	0	0	63.701862989167	-56.065369754423	-41.194810181212
8	0.80790960451977	200	0	0	57.557888095826	-19.015135795846	-56.01851386352
9	0.78354978354978	200	0	0	19.182928701988	-46.355603688467	-67.895326040926
10	0.82319660537482	200	0	0	41.146414420072	-5.6217061873656	-4.9491370036151
1	0.78631284916201	200	25.478723147944	0	51.15112716267	25.478723147944	-34.20535497381
2	0.8008356545961	200	38.04858064908	0	34.556740521523	20.557125506007	-35.751832114237
3	0.81422351233672	200	0	0	69.863057220378	-39.663488859486	-65.45212833593
4	0.79554937413074	200	0	0	48.168222320239	-35.870520720271	-38.601351900379
5	0.79	200	0	0	53.70830239404	-0.93098829631304	-55.287756255552
6	0.84172661870504	200	0	0	48.011008707083	-17.713748569167	-54.01634598388
7	0.81922525107604	200	0	0	57.33167669025	-50.458832778981	-37.075329163091
8	0.76790830945559	200	0	0	51.802099286243	-17.113622216261	-50.416662477168
9	0.78459343794579	200	0	0	17.264635831789	-41.72004331962	-61.105793436834
10	0.7757909215956	200	0	0	37.031772978065	-5.059535568629	-4.4542233032536
1	0.77793103448276	200	70.25312266583	0	46.036014446403	44.774399517886	-30.784819476429
2	0.79803646563815	200	53.229054638088	0	31.101066469371	15.180473989008	-32.176648902813
3	0.8050139275766	200	0	0	62.87675149834	-35.697139973538	-58.906915502337
4	0.7991513437058	200	0	0	43.351400088215	-32.283468648244	-34.741216710341
5	0.78591160220994	200	0	0	48.337472154636	-0.83788946668174	-49.758980629997
6	0.78461538461538	200	0	0	43.209907836374	-15.94237371225	-48.614711385492
7	0.79724137931034	200	0	0	51.598509021225	-45.412949501083	-33.367796246782
8	0.81529581529582	200	0	0	46.621889357619	-15.402259994635	-45.374996229452
9	0.78947368421053	200	0	0	15.53817224861	-37.548038987658	-54.99521409315
10	0.79465541490858	200	0	0	33.328595680258	-4.5535820117661	-4.0088009729282
1	0.7841726618705	200	128.80793072474	0	41.432413001763	58.554808058914	-27.706337528786
2	0.77824858757062	200	52.520785515214	0	27.990959822434	-0.708269122874	-28.958984012532
3	0.8008356545961	200	0	0	56.589076348506	-32.127425976184	-53.016223952103
4	0.78059071729958	200	0	0	39.016260079393	-29.05512178342	-31.267095039307
5	0.79779917469051	200	0	0	43.503724939172	-0.75410052001357	-44.783082566997
6	0.77539341917024	200	0	0	38.888917052737	-14.348136341025	-43.753240246943
7	0.80309423347398	200	0	0	46.438658119103	-40.871654550975	-30.031016622103
8	0.78969359331476	200	0	0	41.959700421857	-13.862033995172	-40.837496606506
9	0.79857142857143	200	0	0	13.984355023749	-33.793235088892	-49.495692683835
10	0.78321678321678	200	0	0	29.995736112232	-4.0982238105895	-3.6079208756354
1	0.80334728033473	200	163.65192787698	0	37.289171701586	34.84399715224	-24.935703775908
2	0.76859504132231	200	45.678554320299	0	25.19186384019	-6.8422311949145	-26.063085611279
3	0.76685393258427	200	0	0	50.930168713655	-28.914683378566	-47.714601556893
4	0.80186170212766	200	0	0	35.114634071454	-26.149609605078	-28.140385535376
5	0.79106628242075	200	0	0	39.153352445255	-0.67869046801221	-40.304774310298
6	0.80586592178771	200	0	0	35.000025347463	-12.913322706923	-39.377916222249
7	0.8068669527897	200	0	0	41.794792307192	-36.784489095877	-27.027914959893
8	0.82559774964838	200	0	0	37.763730379671	-12.475830595655	-36.753746945856
9	0.80736543909348	200	0	0	12.585919521374	-30.413911580003	-44.546123415452
10	0.8070652173913	200	0	0	26.996162501009	-3.6884014295306	-3.2471287880718
1	0.80926430517711	200	139.3850283168	0	33.560254531428	-24.266899560186	-22.442133398317
2	0.77178423236515	200	39.392705200732	0	22.672677456171	-6.2858491195674	-23.456777050151
3	0.79856115107914	200	0	0	45.83715184229	-26.023215040709	-42.943141401204
4	0.81081081081081	200	0	0	31.603170664309	-23.53464864457	-25.326346981838
5	0.79102384291725	200	0	0	35.238017200729	-0.61082142121099	-36.274296879268
6	0.77150916784203	200	0	0	31.500022812717	-11.62199043623	-35.440124600024
7	0.79597701149425	200	0	0	37.615313076473	-33.10604018629	-24.325123463904
8	0.81440443213296	200	0	0	33.987357341704	-11.228247536089	-33.07837225127
9	0.78857142857143	200	0	0	11.327327569237	-27.372520422003	-40.091511073907
10	0.81767955801105	200	0	0	24.296546250908	-3.3195612865775	-2.9224159092647
1	0.80769230769231	200	83.743873866564	0	30.204229078285	-55.641154450234	-20.197920058485
2	0.79178470254958	200	29.762774283425	0	20.405409710554	-9.6299309173069	-21.111099345136
3	0.79444444444444	200	0	0	41.253436658061	-23.420893536638	-38.648827261083
4	0.78969957081545	200	0	0	28.442853597878	-21.181183780113	-22.793712283655
5	0.78602620087336	200	0	0	31.714215480656	-0.54973927908989	-32.646867191341
6	0.7962962962963	200	0	0	28.350020531445	-10.459791392607	-31.896112140021
7	0.80913978494624	200	0	0	33.853781768826	-29.795436167661	-21.892611117513
8	0.75276243093923	200	0	0	30.588621607534	-10.10542278248	-29.770535026143
9	0.80441176470588	200	0	0	10.194594812313	-24.635268379803	-36.082359966516
10	0.82705718270572	200	0	0	21.866891625817	-2.9876051579198	-2.6301743183382
1	0.80626780626781	200	64.109804421957	0	27.183806170457	-19.634069444607	-18.178128052637
2	0.7817679558011	200	23.820779543246	0	18.364868739499	-5.9419947401787	-18.999989410622
3	0.79716312056738	200	0	0	37.128092992255	-21.078804182974	-34.783944534975
4	0.78571428571429	200	0	0	25.59856823809	-19.063065402102	-20.514341055289
5	0.77947295423024	200	0	0	28.542793932591	-0.4947653511809	-29.382180472207
6	0.79972183588317	200	0	0	25.515018478301	-9.4138122533465	-28.706500926019
7	0.78201634877384	200	0	0	30.468403591943	-26.815892550895	-19.703350005762
8	0.80833333333333	200	0	0	27.52975944678	-9.0948805042322	-26.793481523529
9	0.7913769123783	200	0	0	9.175135331082	-22.171741541822	-32.474123969864
10	0.81455064194009	200	0	0	19.680202463236	-2.6888446421278	-2.3671568865044
1	0.36338028169014	92	153	135	-117	-139	-174
2	0.34944751381215	80	148	114	-15	-52	-146
3	0.29760225669958	19	155	124	-84	43	-96
4	0.28179190751445	42	190	115	168	2	4
5	0.39360222531293	155	181	192	-68	27	-19
6	0.6463768115942	106	5	4	196	-18	152
7	0.43235294117647	191	154	90	101	-154	124
8	0.25037037037037	13	145	123	-51	-70	119
9	0.42597765363128	160	167	55	121	68	-139
10	0.68361581920904	134	11	20	118	-50	83
1	0.48209366391185	0	0	0	-93.066716513565	-166.46014893033	-190.09589526048
2	0.52496433666191	87.021713919492	49.13565172277	0	7.0217139194922	-98.86434827723	-167.12298348949
3	0.25172890733057	0	178.38898586993	26.542045350505	-63.372453993347	23.38898586993	-97.457954649495
4	0.52668539325843	200	163.81127658925	103.74564958647	165.58526566362	-26.188723410749	-11.254350413526
5	0.33193277310924	89.182396923734	167.91940366832	137.07963194678	-65.817603076266	-13.080596331675	-54.920368053224
6	0.6804979253112	200	0	144.92341685232	183.61597949156	-14.65371868038	140.92341685232
7	0.65591397849462	200	0	179.25327921384	72.703384502701	-184.25115817743	89.253279213843
8	0.30532212885154	0	69.786767174291	200	-34.871633045442	-75.213232825709	97.712216559343
9	0.47619047619048	200	200	0	107.36659749138	51.999584948271	-127.16419568468
10	0.71652421652422	200	0	94.7	106.2	-45	74.7
1	0.43849493487699	0	0	0	-21.447352214118	-149.81413403729	-141.58124576556
2	0.69037656903766	132.23217041063	0	0	45.210456491137	-105.89205217466	-117.81177007355
3	0.2674253200569	0	185.44306727954	0	-43.196819360942	7.0540814096063	-59.651375160423
